"","ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Comment.on.genus","primary_lifestyle","secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Guild"
"ASV589","ASV589","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV590","ASV590","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV591","ASV591","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","erastii","","wood_saprotroph","","","","","wood","white_rot","partly_aquatic","","","filamentous_mycelium","corticioid","hydnoid","","","",NA,"Saprotroph"
"ASV592","ASV592","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","pisciphila","","animal_parasite","litter_saprotroph","","root_endophyte_dark_septate","root-associated","leaf/fruit/seed,animal_material","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Pathotroph"
"ASV593","ASV593","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV594","ASV594","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV595","ASV595","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","rutilum","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","soft_rot","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV596","ASV596","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV597","ASV597","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV598","ASV598","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV599","ASV599","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV600","ASV600","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","gigantea","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","",NA,"Saprotroph"
"ASV601","ASV601","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV602","ASV602","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora","","foliar_endophyte","litter_saprotroph","","foliar_endophyte","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","",NA,"Symbiotroph"
"ASV603","ASV603","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV604","ASV604","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV605","ASV605","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV606","ASV606","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","chartarum","","wood_saprotroph","litter_saprotroph","","","","wood,leaf/fruit/seed","soft_rot","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV607","ASV607","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","solani","","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV608","ASV608","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA,"","litter_saprotroph","dung_saprotroph","","","","leaf/fruit/seed,dung","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV609","ASV609","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV610","ASV610","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV611","ASV611","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces","vanrijiae","","nectar/tap_saprotroph","","","","","sugar-rich_substrates","","partly_aquatic","opportunistic_human_parasite","","yeast","none","none","","","",NA,"Saprotroph"
"ASV612","ASV612","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV613","ASV613","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV614","ASV614","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV615","ASV615","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella",NA,"","litter_saprotroph","","","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV616","ASV616","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV617","ASV617","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV618","ASV618","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV619","ASV619","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV620","ASV620","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV621","ASV621","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV622","ASV622","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","podzolica","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV623","ASV623","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","ramotenellum","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV624","ASV624","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV625","ASV625","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",NA,"","unspecified","","","","","","","freshwater","","","yeast","none","none","","","",NA,"Unknown"
"ASV626","ASV626","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV627","ASV627","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Acrostalagmus","luteoalbus","","foliar_endophyte","litter_saprotroph","","foliar_endophyte","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","none","none","","","",NA,"Symbiotroph"
"ASV628","ASV628","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV629","ASV629","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV630","ASV630","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon",NA,"","wood_saprotroph","","","","","wood","white_rot","partly_aquatic","","","filamentous_mycelium","corticioid","hydnoid","","","",NA,"Saprotroph"
"ASV631","ASV631","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV632","ASV632","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Slooffia",NA,"","unspecified_saprotroph","","","","","","","non-aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV633","ASV633","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces",NA,"","pollen_saprotroph","","","","","pollen","","partly_freshwater_(partly_non-aquatic)","","","zoosporic-rhizomycelial_(chytrid-like)","zoosporangium","closed","","","",NA,"Saprotroph"
"ASV634","ASV634","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV635","ASV635","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV636","ASV636","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV637","ASV637","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA,"","plant_pathogen","litter_saprotroph","hypervariable","","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV638","ASV638","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV639","ASV639","Fungi","Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV640","ASV640","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora",NA,"","epiphyte","litter_saprotroph","","no_endophytic_capacity","","leaf/fruit/seed","","partly_aquatic","","","yeast","none","none","","","",NA,"Unknown"
"ASV641","ASV641","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV642","ASV642","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV643","ASV643","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV644","ASV644","Fungi","Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV645","ASV645","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Slooffia",NA,"","unspecified_saprotroph","","","","","","","non-aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV646","ASV646","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV647","ASV647","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA,"","litter_saprotroph","","","","","leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV648","ASV648","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","minutissima","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV649","ASV649","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","minutissima","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV650","ASV650","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","laccatum","","arbuscular_mycorrhizal","root-associated","","root_endophyte","","","","","","","filamentous_mycelium","none","none","","","",NA,"Symbiotroph"
"ASV651","ASV651","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","canina","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","","non-aquatic","animal_parasite","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","",NA,"Saprotroph"
"ASV652","ASV652","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neocosmospora","rubicola","","soil_saprotroph","","","","","soil","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV653","ASV653","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Neoroussoella",NA,"","wood_saprotroph","","","no_endophytic_capacity","","wood","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV654","ASV654","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Slooffia",NA,"","unspecified_saprotroph","","","","","","","non-aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV655","ASV655","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","gigantea","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","",NA,"Saprotroph"
"ASV656","ASV656","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Actinomucor","elegans","","soil_saprotroph","animal_parasite","","","","soil,animal_material","mold","non-aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV657","ASV657","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella",NA,"","soil_saprotroph","animal_parasite","","root_endophyte_dark_septate","root-associated","soil,animal_material","","partly_freshwater_(partly_non-aquatic)","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Saprotroph"
"ASV658","ASV658","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV659","ASV659","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Arrhenia",NA,"","litter_saprotroph","bryophilous","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","",NA,"Saprotroph"
"ASV660","ASV660","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","cyanescens","","dung_saprotroph","","","","","dung","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","",NA,"Saprotroph"
"ASV661","ASV661","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella",NA,"","soil_saprotroph","animal_parasite","","root_endophyte_dark_septate","root-associated","soil,animal_material","","partly_freshwater_(partly_non-aquatic)","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Saprotroph"
"ASV662","ASV662","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV663","ASV663","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV664","ASV664","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV665","ASV665","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV666","ASV666","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","ramotenellum","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV667","ASV667","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV668","ASV668","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV669","ASV669","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA,"","dung_saprotroph","foliar_endophyte","litter_saprotroph_some_species","foliar_endophyte","","leaf/fruit/seed,dung","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV670","ASV670","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV671","ASV671","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV672","ASV672","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV673","ASV673","Fungi","Ascomycota","Geoglossomycetes","Geoglossales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV674","ASV674","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",NA,"","unspecified","","","","","","","freshwater","","","yeast","none","none","","","",NA,"Unknown"
"ASV675","ASV675","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnellula","fuscosanguinea","","wood_saprotroph","","","","","wood","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV676","ASV676","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV677","ASV677","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","",NA,"Symbiotroph"
"ASV678","ASV678","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV679","ASV679","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","sardiniae","","wood_saprotroph","","","","","wood","soft_rot","non-aquatic","","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV680","ASV680","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV681","ASV681","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV682","ASV682","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Pectenia",NA,"","lichenized","","","","","","","non-aquatic","","","thallus_photosynthetic","apothecium_(hymenium_on_surface)","smooth","","","cyanobacterial",NA,"Symbiotroph"
"ASV683","ASV683","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","laccatum","","arbuscular_mycorrhizal","root-associated","","root_endophyte","","","","","","","filamentous_mycelium","none","none","","","",NA,"Symbiotroph"
"ASV684","ASV684","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","anisopliae","","animal_parasite","animal_decomposer","","","","animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV685","ASV685","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
